name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code
Sea Monster,6,['Blue'],Creature — Serpent,['Serpent'],Common,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129719&type=card,10E
Seedborn Muse,5,['Green'],Creature — Spirit,['Spirit'],Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129722&type=card,10E
Sengir Vampire,5,['Black'],Creature — Vampire,['Vampire'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129724&type=card,10E
Sengir Vampire,5,['Black'],Creature — Vampire,['Vampire'],Rare,4,4,,10E
Serra Angel,5,['White'],Creature — Angel,['Angel'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129726&type=card,10E
Serra Angel,5,['White'],Creature — Angel,['Angel'],Rare,4,4,,10E
Severed Legion,3,['Black'],Creature — Zombie,['Zombie'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129693&type=card,10E
Severed Legion,3,['Black'],Creature — Zombie,['Zombie'],Common,2,2,,10E
Shivan Dragon,6,['Red'],Creature — Dragon,['Dragon'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129730&type=card,10E
Shivan Dragon,6,['Red'],Creature — Dragon,['Dragon'],Rare,5,5,,10E
Shivan Hellkite,7,['Red'],Creature — Dragon,['Dragon'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130538&type=card,10E
Shivan Hellkite,7,['Red'],Creature — Dragon,['Dragon'],Rare,5,5,,10E
Siege-Gang Commander,5,['Red'],Creature — Goblin,['Goblin'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130539&type=card,10E
Sky Weaver,2,['Blue'],Creature — Metathran Wizard,"['Metathran', 'Wizard']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130998&type=card,10E
Sky Weaver,2,['Blue'],Creature — Metathran Wizard,"['Metathran', 'Wizard']",Uncommon,2,1,,10E
Skyhunter Patrol,4,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129735&type=card,10E
Skyhunter Patrol,4,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Common,2,3,,10E
Skyhunter Prowler,3,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=132102&type=card,10E
Skyhunter Prowler,3,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Common,1,3,,10E
Skyhunter Skirmisher,3,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129513&type=card,10E
Skyhunter Skirmisher,3,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Uncommon,1,1,,10E
Skyshroud Ranger,1,['Green'],Creature — Elf,['Elf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135182&type=card,10E
Sleeper Agent,1,['Black'],Creature — Minion,['Minion'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129803&type=card,10E
Snapping Drake,4,['Blue'],Creature — Drake,['Drake'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129471&type=card,10E
Snapping Drake,4,['Blue'],Creature — Drake,['Drake'],Common,3,2,,10E
Soul Warden,1,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129740&type=card,10E
Spark Elemental,1,['Red'],Creature — Elemental,['Elemental'],Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129577&type=card,10E
Spark Elemental,1,['Red'],Creature — Elemental,['Elemental'],Uncommon,3,1,,10E
Spiketail Hatchling,2,['Blue'],Creature — Drake,['Drake'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129901&type=card,10E
Spiketail Hatchling,2,['Blue'],Creature — Drake,['Drake'],Uncommon,1,1,,10E
Spined Wurm,5,['Green'],Creature — Wurm,['Wurm'],Common,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129742&type=card,10E
Spineless Thug,2,['Black'],Creature — Zombie Mercenary,"['Zombie', 'Mercenary']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129743&type=card,10E
Spirit Weaver,2,['White'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130999&type=card,10E
"Squee, Goblin Nabob",3,['Red'],Legendary Creature — Goblin,['Goblin'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=106473&type=card,10E
Stalking Tiger,4,['Green'],Creature — Cat,['Cat'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135184&type=card,10E
Stampeding Wildebeests,4,['Green'],Creature — Antelope Beast,"['Antelope', 'Beast']",Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135264&type=card,10E
Stampeding Wildebeests,4,['Green'],Creature — Antelope Beast,"['Antelope', 'Beast']",Uncommon,5,4,,10E
Starlight Invoker,2,['White'],Creature — Human Cleric Mutant,"['Human', 'Cleric', 'Mutant']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130385&type=card,10E
Steadfast Guard,2,['White'],Creature — Human Rebel,"['Human', 'Rebel']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=132111&type=card,10E
Steadfast Guard,2,['White'],Creature — Human Rebel,"['Human', 'Rebel']",Common,2,2,,10E
Steel Golem,3,[],Artifact Creature — Golem,['Golem'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135235&type=card,10E
Suntail Hawk,1,['White'],Creature — Bird,['Bird'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129753&type=card,10E
Suntail Hawk,1,['White'],Creature — Bird,['Bird'],Common,1,1,,10E
Sylvan Basilisk,5,['Green'],Creature — Basilisk,['Basilisk'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135215&type=card,10E
Tangle Spider,6,['Green'],Creature — Spider,['Spider'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135231&type=card,10E
Tangle Spider,6,['Green'],Creature — Spider,['Spider'],Uncommon,3,4,,10E
Thieving Magpie,4,['Blue'],Creature — Bird,['Bird'],Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129764&type=card,10E
Thieving Magpie,4,['Blue'],Creature — Bird,['Bird'],Uncommon,1,3,,10E
Thrull Surgeon,2,['Black'],Creature — Thrull,['Thrull'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136282&type=card,10E
Thundering Giant,5,['Red'],Creature — Giant,['Giant'],Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130381&type=card,10E
Thundering Giant,5,['Red'],Creature — Giant,['Giant'],Uncommon,4,3,,10E
Treasure Hunter,3,['White'],Creature — Human,['Human'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135232&type=card,10E
Troll Ascetic,3,['Green'],Creature — Troll Shaman,"['Troll', 'Shaman']",Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130498&type=card,10E
Troll Ascetic,3,['Green'],Creature — Troll Shaman,"['Troll', 'Shaman']",Rare,3,2,,10E
True Believer,2,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129610&type=card,10E
True Believer,2,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Rare,2,2,,10E
Tundra Wolves,1,['White'],Creature — Wolf,['Wolf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129604&type=card,10E
Tundra Wolves,1,['White'],Creature — Wolf,['Wolf'],Common,1,1,,10E
Vampire Bats,1,['Black'],Creature — Bat,['Bat'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135195&type=card,10E
Vampire Bats,1,['Black'],Creature — Bat,['Bat'],Common,0,1,,10E
Vedalken Mastermind,2,['Blue'],Creature — Vedalken Wizard,"['Vedalken', 'Wizard']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130834&type=card,10E
Venerable Monk,3,['White'],Creature — Human Monk Cleric,"['Human', 'Monk', 'Cleric']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129786&type=card,10E
Verdant Force,8,['Green'],Creature — Elemental,['Elemental'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129788&type=card,10E
Viashino Runner,4,['Red'],Creature — Viashino,['Viashino'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130531&type=card,10E
Viashino Sandscout,2,['Red'],Creature — Viashino Scout,"['Viashino', 'Scout']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130387&type=card,10E
Viashino Sandscout,2,['Red'],Creature — Viashino Scout,"['Viashino', 'Scout']",Common,2,1,,10E
Viridian Shaman,3,['Green'],Creature — Elf Shaman,"['Elf', 'Shaman']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129792&type=card,10E
Voice of All,4,['White'],Creature — Angel,['Angel'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136290&type=card,10E
Voice of All,4,['White'],Creature — Angel,['Angel'],Rare,2,2,,10E
Wall of Air,3,['Blue'],Creature — Wall,['Wall'],Uncommon,1,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135274&type=card,10E
Wall of Air,3,['Blue'],Creature — Wall,['Wall'],Uncommon,1,5,,10E
Wall of Fire,3,['Red'],Creature — Wall,['Wall'],Uncommon,0,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136284&type=card,10E
Wall of Fire,3,['Red'],Creature — Wall,['Wall'],Uncommon,0,5,,10E
Wall of Swords,4,['White'],Creature — Wall,['Wall'],Uncommon,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=132120&type=card,10E
Wall of Swords,4,['White'],Creature — Wall,['Wall'],Uncommon,3,5,,10E
Wall of Wood,1,['Green'],Creature — Wall,['Wall'],Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129773&type=card,10E
Wall of Wood,1,['Green'],Creature — Wall,['Wall'],Common,0,3,,10E
Wild Griffin,3,['White'],Creature — Griffin,['Griffin'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129557&type=card,10E
Wild Griffin,3,['White'],Creature — Griffin,['Griffin'],Common,2,2,,10E
Windborn Muse,4,['White'],Creature — Spirit,['Spirit'],Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130549&type=card,10E
Windborn Muse,4,['White'],Creature — Spirit,['Spirit'],Rare,2,3,,10E
Yavimaya Enchantress,3,['Green'],Creature — Human Druid,"['Human', 'Druid']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=130515&type=card,10E
Youthful Knight,2,['White'],Creature — Human Knight,"['Human', 'Knight']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=129790&type=card,10E
Youthful Knight,2,['White'],Creature — Human Knight,"['Human', 'Knight']",Common,2,1,,10E
Air Elemental,5,['Blue'],Creature — Elemental,['Elemental'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=691&type=card,2ED
Benalish Hero,1,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=832&type=card,2ED
Birds of Paradise,1,['Green'],Creature — Bird,['Bird'],Rare,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=739&type=card,2ED
Black Knight,2,['Black'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=647&type=card,2ED
Bog Wraith,4,['Black'],Creature — Wraith,['Wraith'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=648&type=card,2ED
Clockwork Beast,6,[],Artifact Creature — Beast,['Beast'],Rare,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=604&type=card,2ED
Clone,4,['Blue'],Creature — Shapeshifter,['Shapeshifter'],Uncommon,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=696&type=card,2ED
Cockatrice,5,['Green'],Creature — Cockatrice,['Cockatrice'],Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=742&type=card,2ED
Craw Wurm,6,['Green'],Creature — Wurm,['Wurm'],Common,6,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=743&type=card,2ED
Demonic Hordes,6,['Black'],Creature — Demon,['Demon'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=656&type=card,2ED
Dragon Whelp,4,['Red'],Creature — Dragon,['Dragon'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=786&type=card,2ED
Drudge Skeletons,2,['Black'],Creature — Skeleton,['Skeleton'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=659&type=card,2ED
Dwarven Demolition Team,3,['Red'],Creature — Dwarf,['Dwarf'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=787&type=card,2ED
Dwarven Warriors,3,['Red'],Creature — Dwarf Warrior,"['Dwarf', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=788&type=card,2ED
Earth Elemental,5,['Red'],Creature — Elemental,['Elemental'],Uncommon,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=789&type=card,2ED
Elvish Archers,2,['Green'],Creature — Elf Archer,"['Elf', 'Archer']",Rare,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=744&type=card,2ED
Fire Elemental,5,['Red'],Creature — Elemental,['Elemental'],Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=793&type=card,2ED
Force of Nature,6,['Green'],Creature — Elemental,['Elemental'],Rare,8,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=747&type=card,2ED
Frozen Shade,3,['Black'],Creature — Shade,['Shade'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=662&type=card,2ED
Fungusaur,4,['Green'],Creature — Fungus Dinosaur,"['Fungus', 'Dinosaur']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=748&type=card,2ED
Gaea's Liege,6,['Green'],Creature — Avatar,['Avatar'],Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=749&type=card,2ED
Giant Spider,4,['Green'],Creature — Spider,['Spider'],Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=751&type=card,2ED
Goblin Balloon Brigade,1,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=798&type=card,2ED
Goblin King,3,['Red'],Creature — Goblin,['Goblin'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=799&type=card,2ED
Granite Gargoyle,3,['Red'],Creature — Gargoyle,['Gargoyle'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=800&type=card,2ED
Gray Ogre,3,['Red'],Creature — Ogre,['Ogre'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=801&type=card,2ED
Grizzly Bears,2,['Green'],Creature — Bear,['Bear'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=752&type=card,2ED
Hill Giant,4,['Red'],Creature — Giant,['Giant'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=802&type=card,2ED
Hurloon Minotaur,3,['Red'],Creature — Minotaur,['Minotaur'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=803&type=card,2ED
Hypnotic Specter,3,['Black'],Creature — Specter,['Specter'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=665&type=card,2ED
Ironclaw Orcs,2,['Red'],Creature — Orc,['Orc'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=804&type=card,2ED
Ironroot Treefolk,5,['Green'],Creature — Treefolk,['Treefolk'],Common,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=756&type=card,2ED
Juggernaut,4,[],Artifact Creature — Juggernaut,['Juggernaut'],Uncommon,5,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=623&type=card,2ED
Keldon Warlord,4,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Uncommon,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=805&type=card,2ED
Ley Druid,3,['Green'],Creature — Human Druid,"['Human', 'Druid']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=758&type=card,2ED
Living Wall,4,[],Artifact Creature — Wall,['Wall'],Uncommon,0,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=626&type=card,2ED
Llanowar Elves,1,['Green'],Creature — Elf Druid,"['Elf', 'Druid']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=763&type=card,2ED
Lord of Atlantis,2,['Blue'],Creature — Merfolk,['Merfolk'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=707&type=card,2ED
Lord of the Pit,7,['Black'],Creature — Demon,['Demon'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=667&type=card,2ED
Mahamoti Djinn,6,['Blue'],Creature — Djinn,['Djinn'],Rare,5,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=709&type=card,2ED
Merfolk of the Pearl Trident,1,['Blue'],Creature — Merfolk,['Merfolk'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=711&type=card,2ED
Mesa Pegasus,2,['White'],Creature — Pegasus,['Pegasus'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=857&type=card,2ED
Mons's Goblin Raiders,1,['Red'],Creature — Goblin,['Goblin'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=809&type=card,2ED
Nether Shadow,2,['Black'],Creature — Spirit,['Spirit'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=669&type=card,2ED
Nettling Imp,3,['Black'],Creature — Imp,['Imp'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=670&type=card,2ED
Nightmare,6,['Black'],Creature — Nightmare Horse,"['Nightmare', 'Horse']",Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=671&type=card,2ED
Northern Paladin,4,['White'],Creature — Human Knight,"['Human', 'Knight']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=858&type=card,2ED
Obsianus Golem,6,[],Artifact Creature — Golem,['Golem'],Uncommon,4,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=635&type=card,2ED
Orcish Artillery,3,['Red'],Creature — Orc Warrior,"['Orc', 'Warrior']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=810&type=card,2ED
Pearled Unicorn,3,['White'],Creature — Unicorn,['Unicorn'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=859&type=card,2ED
Personal Incarnation,6,['White'],Creature — Avatar Incarnation,"['Avatar', 'Incarnation']",Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=860&type=card,2ED
Phantasmal Forces,4,['Blue'],Creature — Illusion,['Illusion'],Uncommon,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=712&type=card,2ED
Phantom Monster,4,['Blue'],Creature — Illusion,['Illusion'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=714&type=card,2ED
Pirate Ship,5,['Blue'],Creature — Human Pirate,"['Human', 'Pirate']",Rare,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=715&type=card,2ED
Plague Rats,3,['Black'],Creature — Rat,['Rat'],Common,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=674&type=card,2ED
Prodigal Sorcerer,3,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=718&type=card,2ED
Roc of Kher Ridges,4,['Red'],Creature — Bird,['Bird'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=815&type=card,2ED
